name,phone,city,state,address,zip,county,call_script,sms_script,list_link
Sabal Palm Mobile Home Park,(407) 855-0082,Orlando,FL,164 E Pineloch,32806,Orange,"Hi, Bradley with Tread Companies / Trailer Parks calling about Sabal Palm Mobile Home Park in Orlando. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Sabal Palm Mobile Home Park (Orlando). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Sandy Shores Mhp,(352) 385-9110,Orlando,FL,4765 Sandy Shores Drive,32810,Orange,"Hi, Bradley with Tread Companies / Trailer Parks calling about Sandy Shores Mhp in Orlando. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Sandy Shores Mhp (Orlando). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Shadow Hills Mobile Home Villa,(407) 207-0076,Orlando,FL,8403 Millinockett Lane,32825,Orange,"Hi, Bradley with Tread Companies / Trailer Parks calling about Shadow Hills Mobile Home Villa in Orlando. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Shadow Hills Mobile Home Villa (Orlando). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Silver Star Village Mhp,(407) 293-0406,Orlando,FL,2530 Hiawassee Road,32818,Orange,"Hi, Bradley with Tread Companies / Trailer Parks calling about Silver Star Village Mhp in Orlando. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Silver Star Village Mhp (Orlando). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Snoeblen Mhp,(407) 425-1860,Orlando,FL,1308 W Kaley Street,32805,Orange,"Hi, Bradley with Tread Companies / Trailer Parks calling about Snoeblen Mhp in Orlando. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Snoeblen Mhp (Orlando). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
South Orange Mhp,(407) 422-8911,Orlando,FL,2820 S Orange Avenue,32806,Orange,"Hi, Bradley with Tread Companies / Trailer Parks calling about South Orange Mhp in Orlando. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re South Orange Mhp (Orlando). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Starlight Ranch Mh Estates,(407) 273-3130,Orlando,FL,6000 E Pershing Avenue,32822,Orange,"Hi, Bradley with Tread Companies / Trailer Parks calling about Starlight Ranch Mh Estates in Orlando. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Starlight Ranch Mh Estates (Orlando). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Sunset Park,(407) 625-4747,Orlando,FL,4334 Edgewater Drive,32804,Orange,"Hi, Bradley with Tread Companies / Trailer Parks calling about Sunset Park in Orlando. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Sunset Park (Orlando). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Tamarack East Mobile Home Park,(407) 275-0553,Orlando,FL,2312 S Goldenroad Road,32822,Orange,"Hi, Bradley with Tread Companies / Trailer Parks calling about Tamarack East Mobile Home Park in Orlando. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Tamarack East Mobile Home Park (Orlando). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
The Groves,(407) 299-6320,Orlando,FL,6775 Stardust Lane,32818,Orange,"Hi, Bradley with Tread Companies / Trailer Parks calling about The Groves in Orlando. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re The Groves (Orlando). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Town And Country Mhp,(407) 291-6700,Orlando,FL,4448 N Orange Blossom Trail,32804,Orange,"Hi, Bradley with Tread Companies / Trailer Parks calling about Town And Country Mhp in Orlando. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Town And Country Mhp (Orlando). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Wheel Estates Mobile Manor,(407) 351-0336,Orlando,FL,5225 S Orange Blossom Trail,32839,Orange,"Hi, Bradley with Tread Companies / Trailer Parks calling about Wheel Estates Mobile Manor in Orlando. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Wheel Estates Mobile Manor (Orlando). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Whispering Palms Mhp,(407) 851-8522,Orlando,FL,3141 S Orange Avenue,32806,Orange,"Hi, Bradley with Tread Companies / Trailer Parks calling about Whispering Palms Mhp in Orlando. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Whispering Palms Mhp (Orlando). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Wilson'S Trailer Park,(407) 719-3741,Orlando,FL,17400 Wilson Road,32833,Orange,"Hi, Bradley with Tread Companies / Trailer Parks calling about Wilson'S Trailer Park in Orlando. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Wilson'S Trailer Park (Orlando). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Aberdeen Mobile Home Park,(386) 677-4077,Ormond Beach,FL,50 Allwood Green Boulevard,32174,Volusia,"Hi, Bradley with Tread Companies / Trailer Parks calling about Aberdeen Mobile Home Park in Ormond Beach. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Aberdeen Mobile Home Park (Ormond Beach). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Bear Creek Mhp,(386) 677-1925,Ormond Beach,FL,6 Bear Creek Path,32174,Volusia,"Hi, Bradley with Tread Companies / Trailer Parks calling about Bear Creek Mhp in Ormond Beach. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Bear Creek Mhp (Ormond Beach). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Camelot Mobile Home Park,(386) 672-1276,Ormond Beach,FL,436 Nova Road S,32174,Volusia,"Hi, Bradley with Tread Companies / Trailer Parks calling about Camelot Mobile Home Park in Ormond Beach. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Camelot Mobile Home Park (Ormond Beach). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Coquina Cove Mobile Home Park,(386) 677-2634,Ormond Beach,FL,1335 Hand Avenue,32174,Volusia,"Hi, Bradley with Tread Companies / Trailer Parks calling about Coquina Cove Mobile Home Park in Ormond Beach. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Coquina Cove Mobile Home Park (Ormond Beach). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Falls At Ormond The,(386) 677-5988,Ormond Beach,FL,One Falls Way Court,32174,Volusia,"Hi, Bradley with Tread Companies / Trailer Parks calling about Falls At Ormond The in Ormond Beach. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Falls At Ormond The (Ormond Beach). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Granada Rv & Mobile Home Park,(386) 882-4867,Ormond Beach,FL,19 Yonge Street N,32174,Volusia,"Hi, Bradley with Tread Companies / Trailer Parks calling about Granada Rv & Mobile Home Park in Ormond Beach. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Granada Rv & Mobile Home Park (Ormond Beach). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Holiday Village Mhp,(772) 567-9626,Ormond Beach,FL,1335 Fleming Avenue,32174,Volusia,"Hi, Bradley with Tread Companies / Trailer Parks calling about Holiday Village Mhp in Ormond Beach. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Holiday Village Mhp (Ormond Beach). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Kurras Mobile Village,(386) 308-6961,Ormond Beach,FL,1090 N Us 1 Highway,32174,Volusia,"Hi, Bradley with Tread Companies / Trailer Parks calling about Kurras Mobile Village in Ormond Beach. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Kurras Mobile Village (Ormond Beach). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Life Village Mhp,(386) 677-8378,Ormond Beach,FL,500 S Nova Road,32174,Volusia,"Hi, Bradley with Tread Companies / Trailer Parks calling about Life Village Mhp in Ormond Beach. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Life Village Mhp (Ormond Beach). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
"Ormond Beach Oasis, Llc - North",(386) 676-2984,Ormond Beach,FL,"955 S Nova Road, Unit 49",32174,Volusia,"Hi, Bradley with Tread Companies / Trailer Parks calling about Ormond Beach Oasis, Llc - North in Ormond Beach. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?","Bradley @ Tread Companies / Trailer Parks re Ormond Beach Oasis, Llc - North (Ormond Beach). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach",https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
"Ormond Beach Oasis, Llc - South",(386) 676-2984,Ormond Beach,FL,"955 Nova Road S, Unit 49",32174,Volusia,"Hi, Bradley with Tread Companies / Trailer Parks calling about Ormond Beach Oasis, Llc - South in Ormond Beach. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?","Bradley @ Tread Companies / Trailer Parks re Ormond Beach Oasis, Llc - South (Ormond Beach). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach",https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Perrywood Villa Mh Community,(678) 508-1427,Ormond Beach,FL,767 Espanola Avenue,32174,Volusia,"Hi, Bradley with Tread Companies / Trailer Parks calling about Perrywood Villa Mh Community in Ormond Beach. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Perrywood Villa Mh Community (Ormond Beach). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
