name,address,city,state,zip,phone,county,website,size,units,source
Land'S Mobile Home Park,30 Wafford Street,Umatilla,FL,32784,(352) 383-2229,Lake,,SMALL (<50),18,HIFLD Open Data
Nelson'S Outdoor Resort,19400 Se Hwy 42,Umatilla,FL,32784,(352) 821-3474,Marion,,MEDIUM (51-100),48,HIFLD Open Data
Rolling Woods Mobile Home Park,17043 Se 282Nd Court,Umatilla,FL,32784,(352) 669-0445,Marion,,SMALL (<50),8,HIFLD Open Data
Tropical Whispers,37700 Hwy 19,Umatilla,FL,32784,(352) 669-6300,Lake,,SMALL (<50),14,HIFLD Open Data
East Gate Trailer Park,300 Louisiana Ave,Valparaiso,FL,32580,(850) 678-1427,Okaloosa,,SMALL (<50),8,HIFLD Open Data
Bella Vista Mobile Home Park,3206-3222 Waldrup Lane,Valrico,FL,33596,(813) 334-3349,Polk,,SMALL (<50),5,HIFLD Open Data
Cypress Mobile Home Park,25 Spruce Lane,Valrico,FL,33594,(813) 654-2339,Hillsborough,,SMALL (<50),30,HIFLD Open Data
Featherock Mhp,2200 State Rd 60 E,Valrico,FL,33594,(813) 681-3773,Hillsborough,,LARGE (>100),522,HIFLD Open Data
Hillsboro Mhp,1610 State Rd 60 E,Valrico,FL,33594,(813) 681-3126,Hillsborough,,SMALL (<50),14,HIFLD Open Data
Kobus Tp,940 Edgehill Road,Valrico,FL,33594,(813) 689-6845,Hillsborough,,SMALL (<50),15,HIFLD Open Data
Mockingbird Hill Mhp,726 S Mulrennan Road,Valrico,FL,33594,(813) 685-9038,Hillsborough,,SMALL (<50),9,HIFLD Open Data
Oak Hill Mobile Village,2620 State Rd 60 E,Valrico,FL,33594,(813) 689-2532,Hillsborough,,LARGE (>100),220,HIFLD Open Data
Orchard Mhp,3101 Bloomingdale Avenue,Valrico,FL,33594,(813) 685-5517,Hillsborough,,SMALL (<50),14,HIFLD Open Data
Pine Haven Park,4410 Pine Street,Valrico,FL,33594,(772) 333-0911,Hillsborough,,SMALL (<50),8,HIFLD Open Data
Skywood Mhp,412 Skywood Drive,Valrico,FL,33594,(813) 759-9353,Hillsborough,,SMALL (<50),13,HIFLD Open Data
Strawberry Ridge,3419 State Rd 60 E,Valrico,FL,33594,(813) 689-9423,Hillsborough,,LARGE (>100),867,HIFLD Open Data
Valrico Mhp Llc,3809 Amber Road,Valrico,FL,33594,(813) 714-3332,Hillsborough,,SMALL (<50),5,HIFLD Open Data
Valrico Town And Country Mhp,1221 N Valrico Road,Valrico,FL,33594,(239) 770-5485,Hillsborough,,MEDIUM (51-100),68,HIFLD Open Data
Alton Trailer Park,2179 Tamiami Trail S,Venice,FL,34293,(941) 493-8100,Sarasota,,SMALL (<50),,HIFLD Open Data
Bay Indies Mhp,950 Ridgewood Avenue,Venice,FL,34292,(941) 485-5441,Sarasota,,LARGE (>100),1309,HIFLD Open Data
Colonial Manor Of Venice,1200 Ridgewood Avenue,Venice,FL,34285,(941) 488-6118,Sarasota,,LARGE (>100),141,HIFLD Open Data
Country Club Estates Mhp,700 Waterway,Venice,FL,34285,(941) 488-2111,Sarasota,,LARGE (>100),509,HIFLD Open Data
Florida Pines Mobile Home,150 Satulah Circle,Venice,FL,34293,(941) 497-0019,Sarasota,,LARGE (>100),114,HIFLD Open Data
Harbor Lights Cooperative Inc,617 Tamiami Trail N,Venice,FL,34285,(941) 488-4224,Sarasota,,LARGE (>100),153,HIFLD Open Data
Japanese Gardens Mhp,6181 Teahouse Road,Venice,FL,34293,(941) 493-0033,Sarasota,,LARGE (>100),414,HIFLD Open Data
Myakka Mobile Home Park,9055 Tamiami Trail S,Venice,FL,34293,(941) 661-1118,Sarasota,,MEDIUM (51-100),73,HIFLD Open Data
Ridgewood Mhp,449 Ixora Circle,Venice,FL,34285,(941) 488-8221,Sarasota,,LARGE (>100),262,HIFLD Open Data
Sandalwood Park Homeowners Inc,300 Sandpiper Drive,Venice,FL,34285,(941) 485-3646,Sarasota,,LARGE (>100),239,HIFLD Open Data
Venice Isle Estates,603 Roma Road,Venice,FL,34285,(941) 488-9648,Sarasota,,LARGE (>100),1003,HIFLD Open Data
Venice Municipal Mhp,780 Tamiami Trail S,Venice,FL,34285,(941) 485-9293,Sarasota,,LARGE (>100),189,HIFLD Open Data
Pioneer Oaks Park,2876 Pioneer Road,Vernon,FL,32462,(850) 849-6842,Washington,,SMALL (<50),5,HIFLD Open Data
Pleasant Ridge,3572 Roche Avenue,Vernon,FL,32462,(850) 535-9672,Washington,,SMALL (<50),7,HIFLD Open Data
Coachland Court,365 27 Avenue Sw,Vero Beach,FL,32968,(330) 773-3351,Indian River,,SMALL (<50),34,HIFLD Open Data
Countryside At Vero Beach,8775 20Th Street 501,Vero Beach,FL,32966,(772) 567-5104,Indian River,,LARGE (>100),644,HIFLD Open Data
Fairlane Harbor Mhp Estates,1500 S Indian River Boulevard,Vero Beach,FL,32960,(772) 567-9690,Indian River,,LARGE (>100),232,HIFLD Open Data
Heritage Plantation Mhp,1101 Ranch Road,Vero Beach,FL,32966,(772) 569-1270,Indian River,,LARGE (>100),437,HIFLD Open Data
Heron Cay,1400 90 Avenue,Vero Beach,FL,32966,(772) 567-0480,Indian River,,LARGE (>100),589,HIFLD Open Data
High Ridge Mobile Park,3300 49 Street,Vero Beach,FL,32967,(772) 567-3900,Indian River,,MEDIUM (51-100),71,HIFLD Open Data
Holiday Village Mhp,1000 Sw 27 Avenue,Vero Beach,FL,32968,(772) 567-9626,Indian River,,SMALL (<50),128,HIFLD Open Data
Jackie'S Trailer Park,4560 54Th Drive,Vero Beach,FL,32967,(772) 569-3770,Indian River,,SMALL (<50),8,HIFLD Open Data
Lakewood Village Park,1455 90 Avenue,Vero Beach,FL,32966,(772) 567-4358,Indian River,,LARGE (>100),361,HIFLD Open Data
Maggie Runyon Trailer Park,506 1St Street,Vero Beach,FL,32962,(772) 633-8928,Indian River,,SMALL (<50),16,HIFLD Open Data
Midway Estates Mhp/Recreation Vehicle Park,1950 S Us 1 Highway,Vero Beach,FL,32962,(772) 567-2764,Indian River,,LARGE (>100),105,HIFLD Open Data
Orchard Park Mobile Park,8050 Us 1 Highway,Vero Beach,FL,32967,(772) 538-0407,Indian River,,SMALL (<50),5,HIFLD Open Data
Palm Paradise Mobile Home Park,7945 N Us 1 Highway,Vero Beach,FL,32967,(772) 589-4646,Indian River,,SMALL (<50),44,HIFLD Open Data
Palm Villa Mhp,1255 26 Street,Vero Beach,FL,32960,(772) 473-2905,Indian River,,SMALL (<50),32,HIFLD Open Data
Ranchland Mobile Home Park,2055 82 Avenue,Vero Beach,FL,32966,(954) 456-0009,Indian River,,MEDIUM (51-100),107,HIFLD Open Data
Silverwood Trailer Park,4501 54 Terrace,Vero Beach,FL,32960,(772) 569-8808,Indian River,,SMALL (<50),13,HIFLD Open Data
Southgate Village,750 12 Street,Vero Beach,FL,32960,(772) 567-6446,Indian River,,MEDIUM (51-100),74,HIFLD Open Data
Squire Village Mhp,1275 27 Avenue Sw,Vero Beach,FL,32968,(772) 633-0198,Indian River,,SMALL (<50),,HIFLD Open Data
Su-Rene Mobile Park,810 8Th Street,Vero Beach,FL,32960,(772) 567-4936,Indian River,,MEDIUM (51-100),,HIFLD Open Data
Sweetwater Mobile Home Park,4425-4495 51St Avenue,Vero Beach,FL,32967,(772) 589-2888,Indian River,,SMALL (<50),,HIFLD Open Data
Tanglewood Village Mhp,1060 Us Highway 1 Sw,Vero Beach,FL,32962,(772) 567-9173,Indian River,,MEDIUM (51-100),92,HIFLD Open Data
Vero Mobile Home Park,"1228 24 Street, Lot 5B",Vero Beach,FL,32960,(772) 473-0071,Indian River,,SMALL (<50),47,HIFLD Open Data
Vero Palm Estates,1405 82 Avenue,Vero Beach,FL,32966,(772) 567-0480,Indian River,,MEDIUM (51-100),285,HIFLD Open Data
Village Green,7300 20 Street,Vero Beach,FL,32966,(772) 567-5500,Indian River,,LARGE (>100),780,HIFLD Open Data
Winter Beach Mhp,6600 N Us 1 Highway,Vero Beach,FL,32960,(772) 778-4879,Indian River,,SMALL (<50),8,HIFLD Open Data
Woodlawn Manor Mhp,555 4 Street,Vero Beach,FL,32962,(847) 881-2007,Indian River,,MEDIUM (51-100),91,HIFLD Open Data
Bomber Properties #2,118 Cypress Street,Wahneta,FL,33880,(407) 830-0978,Polk,,MEDIUM (51-100),8,HIFLD Open Data
Rifle Range Mobile Home Park,1125 S Monroe Road,Wahneta,FL,33880,(863) 324-2100,Polk,,SMALL (<50),14,HIFLD Open Data
Rosemont Mobile Home Park,128-140 3Rd Street W,Wahneta,FL,33880,(863) 325-8531,Polk,,SMALL (<50),,HIFLD Open Data
Rosemont Mobile Home Park Llc,145 Bomber Road,Wahneta,FL,33880,(863) 698-0042,Polk,,SMALL (<50),22,HIFLD Open Data
Citrus Valley Mobile Home Park,1004 S Florida Avenue,Wauchula,FL,33873,(863) 767-0841,Hardee,,MEDIUM (51-100),62,HIFLD Open Data
Deloera'S Trailer Park,108 - 133 Langs Drive,Wauchula,FL,33873,(863) 781-0542,Hardee,,SMALL (<50),14,HIFLD Open Data
Sunshine Village Mh & Rv Comm Llc,10129 Se 22Nd Path,Webster,FL,33597,(352) 793-8626,Sumter,,MEDIUM (51-100),64,HIFLD Open Data
Camp-A-Wyle Condo Association,9206 Grizzly Bear Lane,Weeki Wachee,FL,34613,(352) 799-3754,Hernando,,MEDIUM (51-100),,HIFLD Open Data
Big Lake Village,12701 Se Sunset Harbor Road,Weirsdale,FL,32195,(352) 434-7276,Marion,,MEDIUM (51-100),60,HIFLD Open Data
Blue Heron Cove,19240 Se Hwy 42,Weirsdale,FL,32195,(352) 821-3701,Marion,,SMALL (<50),8,HIFLD Open Data
Sun Mountain Mobile Home Park Llc,33540 Isabelle Drive,Wesley Chapel,FL,33543,(813) 780-6704,Pasco,,SMALL (<50),11,HIFLD Open Data
Arrowood,3500 Fell Road,West Melbourne,FL,32904,(321) 725-3500,Brevard,,LARGE (>100),204,HIFLD Open Data
Doyle'S Mobile Home Park,3100 Milwaukee Avenue,West Melbourne,FL,32904,(321) 695-4175,Brevard,,SMALL (<50),8,HIFLD Open Data
Pine Lake Mh Estates,2505 Eber Boulevard,West Melbourne,FL,32904,(321) 723-2754,Brevard,,LARGE (>100),158,HIFLD Open Data
Quail Run Mobile Homes,2445 Eber Boulevard,West Melbourne,FL,32904,(321) 984-0786,Brevard,,LARGE (>100),148,HIFLD Open Data
Al & Lu'S Mobile Home Park,1637 S Military Trail,West Palm Beach,FL,33415,(561) 964-4900,Palm Beach,,MEDIUM (51-100),30,HIFLD Open Data
Bills Trailer Park Llc,356 S Congress Avenue 9,West Palm Beach,FL,33406,(561) 734-3205,Palm Beach,,SMALL (<50),11,HIFLD Open Data
Blue Sky Mobile Park,2780 Old Military Trail,West Palm Beach,FL,33417,(845) 500-1646,Palm Beach,,SMALL (<50),13,HIFLD Open Data
Casa Del Monte M.H.P Llc,6151 Forest Hill Boulevard,West Palm Beach,FL,33415,(561) 967-3993,Palm Beach,,LARGE (>100),657,HIFLD Open Data
Casa Loma,1451 N Military Trail,West Palm Beach,FL,33409,(561) 683-4741,Palm Beach,,MEDIUM (51-100),80,HIFLD Open Data
Congress Mobile Home Park,1960 N Congress Avenue,West Palm Beach,FL,33409,(561) 533-6133,Palm Beach,,SMALL (<50),30,HIFLD Open Data
Haverhill Mobile Home Park,559 N Haverhill Road,West Palm Beach,FL,33415,(561) 301-1653,Palm Beach,,SMALL (<50),,HIFLD Open Data
Holiday Plaza M.H.P.,2256 N Haverhill Road,West Palm Beach,FL,33417,(561) 686-0068,Palm Beach,,LARGE (>100),266,HIFLD Open Data
"Horizon Homes At Marlboro Courts Ii, Llc",4260 Dale Road Circle,West Palm Beach,FL,33406,(561) 963-9977,Palm Beach,,MEDIUM (51-100),96,HIFLD Open Data
Long Lake Village Llc.,4750 Carefree Cove Boulevard,West Palm Beach,FL,33415,(561) 433-2363,Palm Beach,,LARGE (>100),134,HIFLD Open Data
"Meadowbrook Mobile Park, Llc","1531 N Drexel Road, Lot 66",West Palm Beach,FL,33417,(561) 686-0015,Palm Beach,,LARGE (>100),435,HIFLD Open Data
Twin Lakes Mobile Home Park,1701 Skees Road,West Palm Beach,FL,33411,(561) 689-6868,Palm Beach,,MEDIUM (51-100),77,HIFLD Open Data
Stewart'S Mh Park,1974 W Hwy 90,Westville,FL,32464,(850) 548-5541,Holmes,,SMALL (<50),,HIFLD Open Data
Husband Mobile Home Park,E River Road,Wewahitchka,FL,32465,(850) 639-2578,Gulf,,SMALL (<50),7,HIFLD Open Data
Wewa Rv Park,2481 Hwy 71 N,Wewahitchka,FL,32465,(850) 639-5721,Gulf,,SMALL (<50),14,HIFLD Open Data
Pine Manor Mhp,10506 Pine Manor,White Springs,FL,32096,(386) 752-2855,Hamilton,,SMALL (<50),20,HIFLD Open Data
D & J Mobile Home Park,6933 Cr 148,Wildwood,FL,34785,(352) 787-7589,Sumter,,SMALL (<50),6,HIFLD Open Data
Eaglewood Mobile Home Park,4989 E Sr-44,Wildwood,FL,34785,(352) 321-2071,Sumter,,SMALL (<50),35,HIFLD Open Data
Easy Living Mobile Home Estates,3794 Cr 230A,Wildwood,FL,34785,(352) 748-1968,Sumter,,SMALL (<50),12,HIFLD Open Data
Lakeside Mobile Home Court,6649 Cr 150,Wildwood,FL,34785,(352) 748-0495,Sumter,,SMALL (<50),24,HIFLD Open Data
Moreland Park Trailer Park,3924 Cr 230,Wildwood,FL,34785,(352) 748-2813,Sumter,,SMALL (<50),13,HIFLD Open Data
Parkwood Communities #1,1100 Wisteria Drive,Wildwood,FL,34785,(352) 748-6133,Sumter,,LARGE (>100),154,HIFLD Open Data
Parkwood Communities #2,517 Magnolia Lane,Wildwood,FL,34785,(352) 748-6133,Sumter,,LARGE (>100),338,HIFLD Open Data
Rails End Mobile Home Park,7250 E Sr 44,Wildwood,FL,34785,(352) 748-1224,Sumter,,MEDIUM (51-100),57,HIFLD Open Data
The Trailer Park,4357 Cr 134,Wildwood,FL,34785,(352) 748-0876,Sumter,,SMALL (<50),10,HIFLD Open Data
Wildwood Acres,503 Shawn Avenue,Wildwood,FL,34785,(352) 748-0795,Sumter,,SMALL (<50),47,HIFLD Open Data
Wildwood Country Resort,5604 Heritage Boulevard,Wildwood,FL,34785,(352) 748-4449,Sumter,,LARGE (>100),195,HIFLD Open Data
Wildwood Mobile Home Village,827 Huron Street,Wildwood,FL,34785,(352) 748-0795,Sumter,,LARGE (>100),80,HIFLD Open Data
Craven Trailer Park (North Side),17620 Hwy 301,Wimauma,FL,33598,(813) 634-7806,Hillsborough,,SMALL (<50),11,HIFLD Open Data
Dave'S Mhp,5431 Bishop Road,Wimauma,FL,33598,(813) 917-1615,Hillsborough,,SMALL (<50),,HIFLD Open Data
Hillyers Mobile Home Park (South Side),17620 Hwy 301,Wimauma,FL,33598,(813) 634-7806,Hillsborough,,SMALL (<50),11,HIFLD Open Data
Jjq Llc Park Ii,10511 Sumner Road,Wimauma,FL,33598,(813) 882-9106,Hillsborough,,SMALL (<50),12,HIFLD Open Data
Little Manatee Springs,4337 Hamlin Way,Wimauma,FL,33598,(813) 634-2395,Hillsborough,,LARGE (>100),235,HIFLD Open Data
Mi Amigos Mobile Home Park,610 Railroad Street,Wimauma,FL,33598,(813) 642-0168,Hillsborough,,SMALL (<50),22,HIFLD Open Data
Mickey'S Mhp,2514 Westlake Drive,Wimauma,FL,33598,(813) 634-1209,Hillsborough,,SMALL (<50),12,HIFLD Open Data
Mullin'S Trailer Park,13044 County 672 Road,Wimauma,FL,33598,(813) 634-6041,Hillsborough,,SMALL (<50),12,HIFLD Open Data
Saffold Mobile Home Park South,23301 Packing House Road,Wimauma,FL,33598,(813) 634-6634,Hillsborough,,SMALL (<50),24,HIFLD Open Data
Sun City Mobile Rv Park,5116 State 674 Road,Wimauma,FL,33598,(813) 645-9496,Hillsborough,,SMALL (<50),43,HIFLD Open Data
Sunset Acres Mhp,5501 Ruth Morris Road,Wimauma,FL,33598,(813) 917-1615,Hillsborough,,SMALL (<50),12,HIFLD Open Data
West Lake Mhp,2412 W Lake Drive,Wimauma,FL,33598,(813) 634-1209,Hillsborough,,SMALL (<50),12,HIFLD Open Data
Denmarks Park,1416 9Th Street,Winter Garden,FL,34787,(407) 656-2768,Orange,,SMALL (<50),6,HIFLD Open Data
Hyde Park Mhp,14253 W Colonial Drive,Winter Garden,FL,34787,(407) 656-9712,Orange,,LARGE (>100),396,HIFLD Open Data
South Shore Mobile Home Park,17525 Broad Street,Winter Garden,FL,34787,(407) 645-0684,Orange,,SMALL (<50),15,HIFLD Open Data
Trailer City Mhp,21 E Crest Street,Winter Garden,FL,34787,(407) 656-1252,Orange,,LARGE (>100),159,HIFLD Open Data
Westwood Village,850 Swallowtail Drive,Winter Garden,FL,34787,(407) 656-6543,Orange,,MEDIUM (51-100),63,HIFLD Open Data
Banyan Beach Motel & Mhp Llc,1630 6Th Street Nw,Winter Haven,FL,33880,(863) 293-3658,Polk,,SMALL (<50),29,HIFLD Open Data
Blue Moon Mobile Home Park,1439 34Th Street Nw,Winter Haven,FL,33880,(863) 551-1715,Polk,,SMALL (<50),,HIFLD Open Data
Colony Club Mobile Homes Estate,1501 11Th Street Ne,Winter Haven,FL,33880,(863) 294-5129,Polk,,MEDIUM (51-100),105,HIFLD Open Data
Cypress Acres Mhp,8 Powell Road,Winter Haven,FL,33880,(863) 291-0643,Polk,,SMALL (<50),26,HIFLD Open Data
Cypress Creek Village,104 Monterey Cypress Blvd,Winter Haven,FL,33880,(863) 291-0731,Polk,,LARGE (>100),405,HIFLD Open Data
Cypress Gardens Mh & Rv Park,1951 Lake Daisy Road,Winter Haven,FL,33880,(863) 324-3136,Polk,,LARGE (>100),143,HIFLD Open Data
Cypress Harbor Mobile Home Pk,3400 Cypress Gardens Road,Winter Haven,FL,33884,(800) 846-7162,Polk,,MEDIUM (51-100),81,HIFLD Open Data
Cypress Inlet,2600 W Lake Eloise Drive Se,Winter Haven,FL,33884,(863) 318-9300,Polk,,SMALL (<50),13,HIFLD Open Data
Cypress Shores East,3275 Us Highway 92 W,Winter Haven,FL,33881,(863) 956-1502,Polk,,MEDIUM (51-100),,HIFLD Open Data
Cypress Shores West,3255 Us Highway 92 W,Winter Haven,FL,33881,(863) 956-1502,Polk,,MEDIUM (51-100),,HIFLD Open Data
Dexter Shores Mobile Park,3380 Dexter Shores Drive Se,Winter Haven,FL,33884,(863) 324-6742,Polk,,SMALL (<50),8,HIFLD Open Data
Four Lakes Golf Club Ltd,990 Laquinta Boulevard,Winter Haven,FL,33881,(863) 299-2912,Polk,,LARGE (>100),814,HIFLD Open Data
G & S Park,1 Harrell Road,Winter Haven,FL,33880,(814) 563-4005,Polk,,SMALL (<50),12,HIFLD Open Data
Garden Mobile Village,2026 15Th Street,Winter Haven,FL,33880,(863) 299-7193,Polk,,MEDIUM (51-100),67,HIFLD Open Data
Grove Shores Mobile Colony,82 Stebbins Drive,Winter Haven,FL,33884,(863) 324-1400,Polk,,MEDIUM (51-100),80,HIFLD Open Data
Hidden Cove East Mhp,Old Lucerne Park Road,Winter Haven,FL,33880,(863) 294-4591,Polk,,MEDIUM (51-100),83,HIFLD Open Data
Hidden Cove Mhp,Sr 544,Winter Haven,FL,33880,(863) 294-4591,Polk,,LARGE (>100),122,HIFLD Open Data
Hidden Cove West Mhp,Old Lucerne Park Road,Winter Haven,FL,33880,(863) 294-4591,Polk,,LARGE (>100),83,HIFLD Open Data
J Park,100 11Th Street East,Winter Haven,FL,33880,(863) 419-5347,Polk,,SMALL (<50),5,HIFLD Open Data
Kings Pointe Mobile Home Park,100 Winterdale Drive,Winter Haven,FL,33881,(863) 956-1503,Polk,,LARGE (>100),227,HIFLD Open Data
Lake Deer Mobile Hamlet,3301 Avenue G Nw,Winter Haven,FL,33880,(863) 294-1844,Polk,,LARGE (>100),130,HIFLD Open Data
Lake Fox Village Llp,4950 Cypress Garden Road,Winter Haven,FL,33884,(863) 324-5689,Polk,,MEDIUM (51-100),78,HIFLD Open Data
Lake Front Mobile Home Park,2500 Us Highway 92 West,Winter Haven,FL,33881,(863) 956-4024,Polk,,SMALL (<50),12,HIFLD Open Data
Lake Ida Mobile Home Park,2854 Us Highway 17 N,Winter Haven,FL,33881,(863) 397-7997,Polk,,SMALL (<50),11,HIFLD Open Data
Lake Jessie Mobile Home Park,747 Lake Jessie Drive,Winter Haven,FL,33881,(863) 293-0950,Polk,,SMALL (<50),5,HIFLD Open Data
Lake Marlana Acres,6703 Lynchburg Rd & Sunset Drw,Winter Haven,FL,33881,(863) 967-3910,Polk,,LARGE (>100),15,HIFLD Open Data
Lowes Mobile Home Park,3492 Dexter Shores Drive Se,Winter Haven,FL,33884,(863) 318-9999,Polk,,SMALL (<50),6,HIFLD Open Data
Mid Lakes Mobile Home Park,6509 Thornhill Road,Winter Haven,FL,33880,(863) 293-2595,Polk,,SMALL (<50),12,HIFLD Open Data
Oakwood Estates,4028 Rolling Oaks Drive,Winter Haven,FL,33880,(863) 299-5696,Polk,,LARGE (>100),445,HIFLD Open Data
Orange Manor East Mh Park,206 Orange Manor Drive,Winter Haven,FL,33884,(863) 324-2470,Polk,,LARGE (>100),205,HIFLD Open Data
Orange Manor West Mh Park,18 Kinsmen Drive,Winter Haven,FL,33884,(863) 324-5316,Polk,,LARGE (>100),253,HIFLD Open Data
"Outpost, The",2250 Us Highway 92 West,Winter Haven,FL,33880,(863) 268-1111,Polk,,SMALL (<50),31,HIFLD Open Data
Pine Acres Mhp,5510 Old Eagle Lake Road,Winter Haven,FL,33880,(863) 875-8707,Polk,,SMALL (<50),6,HIFLD Open Data
Shipp Reck Harbor Mh Park,1600 South Lake Shipp Drive,Winter Haven,FL,33880,(863) 682-6326,Polk,,LARGE (>100),297,HIFLD Open Data
Shipp Side Mhp,1849 7Th Street Sw,Winter Haven,FL,33880,(863) 965-2951,Polk,,SMALL (<50),17,HIFLD Open Data
Sunset Cove Mhp,2350 Us Highway 92 West,Winter Haven,FL,33881,(863) 268-1111,Polk,,SMALL (<50),31,HIFLD Open Data
Swiss Golf & Tennis Club,1 Century Drive,Winter Haven,FL,33881,(863) 299-9705,Polk,,LARGE (>100),613,HIFLD Open Data
Swiss Village Mobile Home Park,Old Lucerne Park Road,Winter Haven,FL,33880,(863) 647-1581,Polk,,LARGE (>100),83,HIFLD Open Data
Westwood Baptist Village,32Nd Street,Winter Haven,FL,33880,(863) 293-3400,Polk,,SMALL (<50),8,HIFLD Open Data
Winter Haven Mobile Home Park,50 Charlotte Drive,Winter Haven,FL,33880,(239) 790-0004,Polk,,LARGE (>100),238,HIFLD Open Data
Winter Haven Oaks,5248 Spirit Lake Road,Winter Haven,FL,33880,(863) 293-3277,Polk,,LARGE (>100),343,HIFLD Open Data
Winterset Shores Estates,Sr 540A Hummingbird Lane,Winter Haven,FL,33880,(863) 206-2383,Polk,,SMALL (<50),41,HIFLD Open Data
Hacienda Village Mobile Home Park,280 Lavista Drive W,Winter Springs,FL,32708,(407) 327-0051,Seminole,,LARGE (>100),447,HIFLD Open Data
Tuskawilla Trails,1070 Cheyenne Trail,Winter Springs,FL,32708,(407) 327-6712,Seminole,,LARGE (>100),173,HIFLD Open Data
John'S Mobile Home Park,11836 Sw 118Th Circle,Worthington Springs,FL,32697,(386) 496-3606,Union,,SMALL (<50),8,HIFLD Open Data
Santa Fe Park,Sw 116Th Circle,Worthington Springs,FL,32697,(912) 663-0856,Union,,LARGE (>100),123,HIFLD Open Data
Goodbread Mobile Home Park,Us Highway 17 North,Yulee,FL,32097,(904) 225-5151,Nassau,,SMALL (<50),,HIFLD Open Data
Mckendree Mobile Home Park,Garden Trail,Yulee,FL,32097,(904) 261-6486,Nassau,,SMALL (<50),,HIFLD Open Data
Nassau Acres Mobile Home Park,1506 Pages Dairy Road,Yulee,FL,32097,(904) 225-5814,Nassau,,SMALL (<50),24,HIFLD Open Data
Teakwood Mobile Home Park,865 Kyle Frazier Road,Yulee,FL,32097,(904) 376-5190,Nassau,,SMALL (<50),60,HIFLD Open Data
Zellwood Station And Country C,2126 Spillman Drive,Zellwood,FL,32798,(407) 886-0000,Orange,,MEDIUM (51-100),53,HIFLD Open Data
Ageless Trailer Park,4300 S Transue Drive,Zephyrhills,FL,33542,(813) 479-3912,Pasco,,SMALL (<50),6,HIFLD Open Data
Arbor Oaks Mobile Home Park,36323 Arbor Oaks Drive,Zephyrhills,FL,33541,(813) 788-1356,Pasco,,LARGE (>100),157,HIFLD Open Data
Bahr'S Mobile Home Park,39444 Dancers Lane,Zephyrhills,FL,33542,(813) 782-7201,Pasco,,MEDIUM (51-100),51,HIFLD Open Data
Bennett Lane Park,6937 Bennett Lane,Zephyrhills,FL,33541,(813) 986-3658,Pasco,,SMALL (<50),3,HIFLD Open Data
Breezewood Mobile Home Park,4124 Ernest Drive,Zephyrhills,FL,33543,(352) 807-1680,Pasco,,SMALL (<50),8,HIFLD Open Data
Brightside Mobile Home Park,7600 Brightside Drive,Zephyrhills,FL,33541,(813) 783-7016,Pasco,,SMALL (<50),8,HIFLD Open Data
Chancey Park,35516 Chancey Road,Zephyrhills,FL,33541,(813) 782-3449,Pasco,,SMALL (<50),7,HIFLD Open Data
Chantel Park,7037-7103 Chantel Drive,Zephyrhills,FL,33542,(813) 996-7767,Pasco,,SMALL (<50),7,HIFLD Open Data
Clydes Cottages,3927 Crystal Springs Road,Zephyrhills,FL,33541,(813) 782-1613,Pasco,,SMALL (<50),10,HIFLD Open Data
Crystal Lake Zephyrhills,4604 Lake Crystal Boulevard,Zephyrhills,FL,33541,(813) 715-1505,Pasco,,LARGE (>100),330,HIFLD Open Data
Dunlap'S Place,32522 Whaleys Loop,Zephyrhills,FL,33544,(813) 760-7220,Pasco,,SMALL (<50),,HIFLD Open Data
Fairview Mobile Estates Inc,38546 C Avenue,Zephyrhills,FL,33542,(813) 783-1644,Pasco,,MEDIUM (51-100),81,HIFLD Open Data
Forest Lake Estates,6429 Forest Lake Drive,Zephyrhills,FL,33540,(813) 783-7979,Pasco,,LARGE (>100),892,HIFLD Open Data
Friendly Ours Mhp,37936 12Th Avenue,Zephyrhills,FL,33542,(813) 215-4885,Pasco,,SMALL (<50),21,HIFLD Open Data
"Hi N Dri Mhp, Llc",5101 Allen Road,Zephyrhills,FL,33541,(813) 715-6091,Pasco,,MEDIUM (51-100),70,HIFLD Open Data
Hillside Mhp Rv Llc,39515 Bamboo Lane,Zephyrhills,FL,33542,(813) 782-3494,Pasco,,LARGE (>100),168,HIFLD Open Data
